$ /Applications/Xcode.app/Contents/Developer/usr/bin/python3 /Users/jonathanchang/ONENAS/.claude/worktrees/pooled-panel/scripts/pooled/controls/control2_fixed_ensemble.py --panel /Users/jonathanchang/.claude/jobs/fc17658e/tmp/set2_core7 --seed 44 --out-dir /Users/jonathanchang/ONENAS/.claude/worktrees/pooled-panel/scripts/pooled/controls/results_controls/control2/set2_core7_seed44 --exclude-features RET_CS,RET_CS_Z,RET_CS5 --config {"cell": "rnn", "hidden": 8, "lr": 0.001}
# realized: sidecar (RET_raw (sidecar)), trained on RET_CS; panel header (10) ['RET', 'RET_CS_IN', 'BA_SPREAD', 'ILLIQUIDITY', 'REV21_1', 'TURN_RATIO', 'VOL21', 'RET_CS', 'RET_CS_Z', 'RET_CS5']
# model inputs (7): ['RET', 'RET_CS_IN', 'BA_SPREAD', 'ILLIQUIDITY', 'REV21_1', 'TURN_RATIO', 'VOL21']  [excluded: RET_CS, RET_CS5, RET_CS_Z]
# 8 identical members, arch {"cell": "rnn", "hidden": 8, "lr": 0.001, "rec_density": 1.0}, seeds [44000, 44001, 44002, 44003, 44004, 44005, 44006, 44007]
# warmup wake 1/1009 (2004-12-17)  0s
# warmup wake 101/1009 (2006-12-12)  64s
# warmup wake 201/1009 (2008-12-08)  126s
# warmup wake 301/1009 (2010-12-02)  205s
# warmup wake 401/1009 (2012-11-28)  275s
# warmup wake 501/1009 (2014-11-21)  341s
# warmup wake 601/1009 (2016-11-16)  408s
# warmup wake 701/1009 (2018-11-12)  467s
# scored wake 761/1009 (2020-01-24) champion=m5  507s
# scored wake 781/1009 (2020-06-17) champion=m0  525s
# scored wake 801/1009 (2020-11-06) champion=m1  541s
# scored wake 821/1009 (2021-04-05) champion=m5  559s
# scored wake 841/1009 (2021-08-25) champion=m1  578s
# scored wake 861/1009 (2022-01-18) champion=m0  600s
# scored wake 881/1009 (2022-06-10) champion=m4  618s
# scored wake 901/1009 (2022-11-02) champion=m6  635s
# scored wake 921/1009 (2023-03-29) champion=m2  655s
# scored wake 941/1009 (2023-08-22) champion=m1  673s
# scored wake 961/1009 (2024-01-16) champion=m2  692s
# scored wake 981/1009 (2024-06-07) champion=m5  712s
# scored wake 1001/1009 (2024-10-30) champion=m2  731s
# control2_fixed_ensemble/single
period    who     days  pearsonIC  rankIC@1  rankIC@5  rankIC@10      net%   sharpe     MDD% turnover    cost%
2022      model    251  +0.0191   +0.0207   +0.0336   +0.0341     +1.68    +0.10    21.99   1.5214    15.04
2022      naive    251  -0.0114   -0.0147   -0.0220   -0.0262     -9.21    -0.42    28.75   0.8953     8.52
2023      model    250  +0.0062   +0.0082   +0.0181   +0.0145     -5.49    -0.37    13.47   1.4832    11.81
2023      naive    250  -0.0197   -0.0168   -0.0191   -0.0127    -17.36    -1.02    20.12   1.1120     8.86
2024      model    252  +0.0409   +0.0409   +0.0225   +0.0367    +27.87    +2.12     6.78   1.4305    12.95
2024      naive    252  -0.0355   -0.0294   -0.0121   -0.0210    -54.57    -3.45    57.70   1.1845    10.45
overall   model   1258  +0.0225   +0.0238   +0.0262   +0.0294    +36.09    +0.37    35.00   1.5002    77.28
overall   naive   1258  -0.0237   -0.0256   -0.0203   -0.0241   -197.34    -1.68   179.63   1.1026    55.30
# model overall: pearson IC +0.0225 (SE 0.0061, t +3.67); rank IC +0.0238 (SE 0.0060, t +3.96); rebalances 1258, avg holding 1.0 days
# naive overall: pearson IC -0.0237 (SE 0.0073, t -3.24); rank IC -0.0256 (SE 0.0069, t -3.73); rebalances 876, avg holding 1.4 days
# rank IC by horizon (model): h=1:+0.0238  h=2:+0.0225  h=3:+0.0238  h=4:+0.0251  h=5:+0.0262  h=6:+0.0293  h=7:+0.0285  h=8:+0.0287  h=9:+0.0288  h=10:+0.0294
# rank IC by horizon (naive): h=1:-0.0256  h=2:-0.0201  h=3:-0.0195  h=4:-0.0208  h=5:-0.0203  h=6:-0.0254  h=7:-0.0232  h=8:-0.0237  h=9:-0.0243  h=10:-0.0241
# control2: tune 1.7s, fit 738.0s, total 751.5s, wrote /Users/jonathanchang/ONENAS/.claude/worktrees/pooled-panel/scripts/pooled/controls/results_controls/control2/set2_core7_seed44
