$ /Applications/Xcode.app/Contents/Developer/usr/bin/python3 /Users/jonathanchang/ONENAS/.claude/worktrees/pooled-panel/scripts/pooled/controls/control1_random.py --panel /Users/jonathanchang/.claude/jobs/fc17658e/tmp/set2_v2 --seed 43 --out-dir /Users/jonathanchang/ONENAS/.claude/worktrees/pooled-panel/scripts/pooled/controls/results_controls/control1/set2_v2_seed43
# realized: sidecar (RET_raw (sidecar)), trained on RET_CS; 8 features ['RET', 'VOL_CHANGE', 'BA_SPREAD', 'ILLIQUIDITY', 'sprtrn', 'TURNOVER', 'RET_CS', 'RET_CS_Z']
# member 0: {'cell': 'gru', 'hidden': 12, 'rec_density': 0.75, 'lr': 0.003, 'seed': 43000, 'n_params': 805}
# member 1: {'cell': 'rnn', 'hidden': 11, 'rec_density': 1.0, 'lr': 0.003, 'seed': 43001, 'n_params': 243}
# member 2: {'cell': 'rnn', 'hidden': 14, 'rec_density': 0.75, 'lr': 0.003, 'seed': 43002, 'n_params': 351}
# member 3: {'cell': 'gru', 'hidden': 16, 'rec_density': 1.0, 'lr': 0.003, 'seed': 43003, 'n_params': 1265}
# member 4: {'cell': 'gru', 'hidden': 13, 'rec_density': 0.75, 'lr': 0.003, 'seed': 43004, 'n_params': 911}
# member 5: {'cell': 'rnn', 'hidden': 7, 'rec_density': 0.75, 'lr': 0.003, 'seed': 43005, 'n_params': 127}
# member 6: {'cell': 'gru', 'hidden': 9, 'rec_density': 1.0, 'lr': 0.003, 'seed': 43006, 'n_params': 523}
# member 7: {'cell': 'gru', 'hidden': 9, 'rec_density': 0.5, 'lr': 0.003, 'seed': 43007, 'n_params': 523}
# warmup wake 1/1009 (2004-12-17)  0s
# warmup wake 101/1009 (2006-12-12)  74s
# warmup wake 201/1009 (2008-12-08)  165s
# warmup wake 301/1009 (2010-12-02)  244s
# warmup wake 401/1009 (2012-11-28)  323s
# warmup wake 501/1009 (2014-11-21)  402s
# warmup wake 601/1009 (2016-11-16)  480s
# warmup wake 701/1009 (2018-11-12)  557s
# scored wake 761/1009 (2020-01-24) champion=m1  614s
# scored wake 781/1009 (2020-06-17) champion=m1  635s
# scored wake 801/1009 (2020-11-06) champion=m4  655s
# scored wake 821/1009 (2021-04-05) champion=m7  676s
# scored wake 841/1009 (2021-08-25) champion=m1  696s
# scored wake 861/1009 (2022-01-18) champion=m4  716s
# scored wake 881/1009 (2022-06-10) champion=m2  736s
# scored wake 901/1009 (2022-11-02) champion=m1  759s
# scored wake 921/1009 (2023-03-29) champion=m7  786s
# scored wake 941/1009 (2023-08-22) champion=m7  813s
# scored wake 961/1009 (2024-01-16) champion=m4  838s
# scored wake 981/1009 (2024-06-07) champion=m2  862s
# scored wake 1001/1009 (2024-10-30) champion=m4  887s
# control1_random_arch/single
period    who     days  pearsonIC  rankIC@1  rankIC@5  rankIC@10      net%   sharpe     MDD% turnover    cost%
2023      model    250  +0.0165   +0.0190   +0.0330   +0.0374     +6.36    +0.41     9.81   1.4471    11.47
2023      naive    250  -0.0197   -0.0168   -0.0191   -0.0127    -17.36    -1.02    20.12   1.1120     8.86
2024      model    252  +0.0293   +0.0260   +0.0241   +0.0468    +11.10    +0.79    11.23   1.3924    12.60
2024      naive    252  -0.0355   -0.0294   -0.0121   -0.0210    -54.57    -3.45    57.70   1.1845    10.45
overall   model   1258  +0.0255   +0.0248   +0.0313   +0.0387    +57.45    +0.59    21.93   1.4425    74.42
overall   naive   1258  -0.0237   -0.0256   -0.0203   -0.0241   -197.34    -1.68   179.63   1.1026    55.30
# model overall: pearson IC +0.0255 (SE 0.0061, t +4.18); rank IC +0.0248 (SE 0.0061, t +4.08); rebalances 1258, avg holding 1.0 days
# naive overall: pearson IC -0.0237 (SE 0.0073, t -3.24); rank IC -0.0256 (SE 0.0069, t -3.73); rebalances 876, avg holding 1.4 days
# rank IC by horizon (model): h=1:+0.0248  h=2:+0.0261  h=3:+0.0294  h=4:+0.0291  h=5:+0.0313  h=6:+0.0350  h=7:+0.0341  h=8:+0.0354  h=9:+0.0357  h=10:+0.0387
# rank IC by horizon (naive): h=1:-0.0256  h=2:-0.0201  h=3:-0.0195  h=4:-0.0208  h=5:-0.0203  h=6:-0.0254  h=7:-0.0232  h=8:-0.0237  h=9:-0.0243  h=10:-0.0241
# control1: fit 897.9s, total 905.3s, wrote /Users/jonathanchang/ONENAS/.claude/worktrees/pooled-panel/scripts/pooled/controls/results_controls/control1/set2_v2_seed43
