$ /Applications/Xcode.app/Contents/Developer/usr/bin/python3 /Users/jonathanchang/ONENAS/.claude/worktrees/pooled-panel/scripts/pooled/controls/control2_fixed_ensemble.py --panel /Users/jonathanchang/.claude/jobs/fc17658e/tmp/set4_v2 --seed 44 --out-dir /Users/jonathanchang/ONENAS/.claude/worktrees/pooled-panel/scripts/pooled/controls/results_controls/control2/set4_v2_seed44 --config {"cell": "rnn", "hidden": 16, "lr": 0.001}
# realized: sidecar (RET_raw (sidecar)), trained on RET_CS; panel header (8) ['RET', 'VOL_CHANGE', 'BA_SPREAD', 'ILLIQUIDITY', 'sprtrn', 'TURNOVER', 'RET_CS', 'RET_CS_Z']
# model inputs (8): ['RET', 'VOL_CHANGE', 'BA_SPREAD', 'ILLIQUIDITY', 'sprtrn', 'TURNOVER', 'RET_CS', 'RET_CS_Z']
# 8 identical members, arch {"cell": "rnn", "hidden": 16, "lr": 0.001, "rec_density": 1.0}, seeds [44000, 44001, 44002, 44003, 44004, 44005, 44006, 44007]
# warmup wake 1/1052 (2004-02-09)  0s
# warmup wake 101/1052 (2006-02-02)  45s
# warmup wake 201/1052 (2008-02-01)  97s
# warmup wake 301/1052 (2010-01-27)  146s
# warmup wake 401/1052 (2012-01-20)  191s
# warmup wake 501/1052 (2014-01-16)  235s
# warmup wake 601/1052 (2016-01-12)  281s
# warmup wake 701/1052 (2018-01-05)  335s
# scored wake 801/1052 (2020-01-02) champion=m2  385s
# scored wake 821/1052 (2020-05-27) champion=m4  400s
# scored wake 841/1052 (2020-10-16) champion=m1  415s
# scored wake 861/1052 (2021-03-15) champion=m5  430s
# scored wake 881/1052 (2021-08-05) champion=m2  445s
# scored wake 901/1052 (2021-12-28) champion=m4  460s
# scored wake 921/1052 (2022-05-20) champion=m1  477s
# scored wake 941/1052 (2022-10-13) champion=m1  491s
# scored wake 961/1052 (2023-03-09) champion=m6  508s
# scored wake 981/1052 (2023-08-02) champion=m7  525s
# scored wake 1001/1052 (2023-12-22) champion=m7  540s
# scored wake 1021/1052 (2024-05-17) champion=m3  555s
# scored wake 1041/1052 (2024-10-10) champion=m4  569s
# control2_fixed_ensemble/single
period    who     days  pearsonIC  rankIC@1  rankIC@5  rankIC@10      net%   sharpe     MDD% turnover    cost%
2022      model    251  +0.0292   +0.0270   +0.0066   +0.0096     +7.27    +0.48    10.06   1.3667    12.48
2022      naive    251  -0.0163   -0.0265   -0.0208   -0.0191     -0.27    -0.02    19.50   0.9166     8.08
2023      model    250  +0.0315   +0.0298   +0.0526   +0.0547    +20.51    +1.67     5.10   1.4076     9.74
2023      naive    250  -0.0290   -0.0331   -0.0329   -0.0191    -45.98    -3.16    47.22   1.1347     7.93
2024      model    252  +0.0222   +0.0277   +0.0183   +0.0311     +8.05    +0.74     5.78   1.3419    10.43
2024      naive    252  -0.0222   -0.0250   -0.0135   -0.0199    -25.76    -2.22    28.52   1.2628     9.76
overall   model   1257  +0.0252   +0.0241   +0.0240   +0.0287    +56.93    +0.72    15.17   1.3868    63.81
overall   naive   1257  -0.0193   -0.0244   -0.0251   -0.0228   -155.40    -1.66   151.61   1.0984    49.48
# model overall: pearson IC +0.0252 (SE 0.0054, t +4.65); rank IC +0.0241 (SE 0.0054, t +4.46); rebalances 1257, avg holding 1.0 days
# naive overall: pearson IC -0.0193 (SE 0.0069, t -2.81); rank IC -0.0244 (SE 0.0067, t -3.65); rebalances 870, avg holding 1.4 days
# rank IC by horizon (model): h=1:+0.0241  h=2:+0.0300  h=3:+0.0296  h=4:+0.0254  h=5:+0.0240  h=6:+0.0253  h=7:+0.0267  h=8:+0.0286  h=9:+0.0296  h=10:+0.0287
# rank IC by horizon (naive): h=1:-0.0244  h=2:-0.0264  h=3:-0.0293  h=4:-0.0276  h=5:-0.0251  h=6:-0.0262  h=7:-0.0232  h=8:-0.0235  h=9:-0.0226  h=10:-0.0228
# control2: tune 1.1s, fit 576.7s, total 586.4s, wrote /Users/jonathanchang/ONENAS/.claude/worktrees/pooled-panel/scripts/pooled/controls/results_controls/control2/set4_v2_seed44
